GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2019-08-09 20:00:00,w,h,2.23456,4,0.842407,1,2.3863,3,2.23456,0.842407,"{'att': 208, 'def': 35}","{'att': 236, 'def': 11}",5.942857142857143,21.454545454545453,11,5,1.392153
2,2019-08-17 15:00:00,w,a,1.52022,2,2.14047,1,0.9462999999999999,3,1.52022,2.14047,"{'att': 132, 'def': 14}","{'att': 288, 'def': 24}",9.428571428571429,12.0,6,1,-0.6202500000000002
3,2019-08-24 17:30:00,w,h,2.78821,3,0.985542,1,2.5204999999999997,3,2.02704,0.985542,"{'att': 362, 'def': 37}","{'att': 199, 'def': 7}",9.783783783783784,28.428571428571427,9,7,1.0414979999999998
4,2019-08-31 17:30:00,w,a,1.20057,3,0.61739,0,1.8342,3,1.20057,0.61739,"{'att': 149, 'def': 24}","{'att': 309, 'def': 19}",6.208333333333333,16.263157894736842,11,0,0.5831799999999999
5,2019-09-14 11:30:00,w,h,2.93281,3,0.291073,1,2.8820000000000006,3,2.93281,0.291073,"{'att': 167, 'def': 24}","{'att': 419, 'def': 10}",6.958333333333333,41.9,19,4,2.641737
6,2019-09-22 15:30:00,w,a,1.03003,2,1.23321,1,1.1699,3,1.03003,1.23321,"{'att': 277, 'def': 35}","{'att': 186, 'def': 16}",7.914285714285715,11.625,5,5,-0.20317999999999992
7,2019-09-28 11:30:00,w,a,1.97079,1,1.17022,0,1.9795999999999998,3,1.97079,1.17022,"{'att': 124, 'def': 11}","{'att': 412, 'def': 17}",11.272727272727273,24.235294117647058,11,1,0.80057
8,2019-10-05 15:00:00,w,h,3.74867,2,0.0982107,1,2.9796,3,2.9875,0.0982107,"{'att': 249, 'def': 32}","{'att': 259, 'def': 28}",7.78125,9.25,12,4,2.8892892999999997
9,2019-10-20 16:30:00,d,a,1.03212,1,0.791862,1,1.5203,1,1.03212,0.791862,"{'att': 150, 'def': 29}","{'att': 378, 'def': 12}",5.172413793103448,31.5,7,1,0.24025799999999997
10,2019-10-27 16:30:00,w,h,2.18851,2,1.35143,1,2.0089,3,1.42734,1.35143,"{'att': 147, 'def': 29}","{'att': 323, 'def': 10}",5.068965517241379,32.3,13,4,0.07591000000000014
11,2019-11-02 15:00:00,w,a,2.38824,2,0.741615,1,2.4680999999999997,3,2.38824,0.741615,"{'att': 88, 'def': 20}","{'att': 293, 'def': 14}",4.4,20.928571428571427,16,2,1.6466250000000002
12,2019-11-10 16:30:00,w,h,1.3319,3,1.48104,1,1.2262,3,1.3319,1.48104,"{'att': 266, 'def': 13}","{'att': 253, 'def': 21}",20.46153846153846,12.047619047619047,6,9,-0.14913999999999983
13,2019-11-23 15:00:00,w,a,1.64291,2,1.02306,1,1.8781,3,1.64291,1.02306,"{'att': 182, 'def': 18}","{'att': 285, 'def': 13}",10.11111111111111,21.923076923076923,11,8,0.61985
14,2019-11-30 15:00:00,w,h,1.36832,2,0.867601,1,1.7929,3,1.36832,0.867601,"{'att': 358, 'def': 24}","{'att': 271, 'def': 18}",14.916666666666666,15.055555555555555,11,3,0.500719
15,2019-12-04 20:15:00,w,h,2.41397,5,1.76453,2,1.831,3,2.41397,1.76453,"{'att': 184, 'def': 19}","{'att': 315, 'def': 35}",9.68421052631579,9.0,10,6,0.64944
16,2019-12-07 15:00:00,w,a,3.04446,3,0.154608,0,2.9126,3,3.04446,0.154608,"{'att': 159, 'def': 17}","{'att': 527, 'def': 12}",9.352941176470589,43.916666666666664,19,2,2.889852
17,2019-12-14 12:30:00,w,h,1.56674,2,1.01166,0,1.8184,3,1.56674,1.01166,"{'att': 131, 'def': 26}","{'att': 391, 'def': 22}",5.038461538461538,17.772727272727273,10,7,0.55508
18,2019-12-26 20:00:00,w,a,3.76973,4,0.120994,0,2.9819,3,3.00856,0.120994,"{'att': 263, 'def': 23}","{'att': 348, 'def': 17}",11.434782608695652,20.470588235294116,6,3,2.887566
19,2019-12-29 16:30:00,w,h,1.49124,1,0.363764,0,2.3516000000000004,3,1.49124,0.363764,"{'att': 188, 'def': 30}","{'att': 384, 'def': 18}",6.266666666666667,21.333333333333332,14,3,1.127476
20,2020-01-02 20:00:00,w,h,3.0465,2,0.634607,0,2.8575,3,3.0465,0.634607,"{'att': 175, 'def': 12}","{'att': 621, 'def': 19}",14.583333333333334,32.68421052631579,16,7,2.411893
21,2020-01-11 17:30:00,w,a,1.74564,1,1.10584,0,1.8569,3,1.74564,1.10584,"{'att': 246, 'def': 20}","{'att': 479, 'def': 16}",12.3,29.9375,21,4,0.6398000000000001
22,2020-01-19 16:30:00,w,h,2.00655,2,1.4185,0,1.7649,3,2.00655,1.4185,"{'att': 253, 'def': 23}","{'att': 285, 'def': 19}",11.0,15.0,12,5,0.5880499999999997
23,2020-01-23 20:00:00,w,a,1.59024,2,1.85442,1,1.1464,3,1.59024,1.85442,"{'att': 321, 'def': 27}","{'att': 358, 'def': 16}",11.88888888888889,22.375,2,4,-0.26417999999999986
24,2020-01-29 19:45:00,w,a,2.59926,2,0.878341,0,2.5690000000000004,3,1.83809,0.878341,"{'att': 202, 'def': 27}","{'att': 537, 'def': 14}",7.481481481481482,38.357142857142854,11,2,0.959749
25,2020-02-01 15:00:00,w,h,3.7195,4,0.716298,0,2.9045,3,3.7195,0.716298,"{'att': 137, 'def': 22}","{'att': 293, 'def': 23}",6.2272727272727275,12.73913043478261,8,7,3.003202
26,2020-02-15 17:30:00,w,a,2.07331,1,0.383495,0,2.671,3,2.07331,0.383495,"{'att': 220, 'def': 27}","{'att': 318, 'def': 7}",8.148148148148149,45.42857142857143,13,3,1.6898150000000003
27,2020-02-24 20:00:00,w,h,2.48209,3,0.638236,2,2.6454000000000004,3,2.48209,0.638236,"{'att': 121, 'def': 36}","{'att': 337, 'def': 10}",3.361111111111111,33.7,14,3,1.8438539999999999
28,2020-02-29 17:30:00,l,a,0.206031,0,2.71351,3,0.0616,0,0.206031,2.71351,"{'att': 127, 'def': 11}","{'att': 365, 'def': 11}",11.545454545454545,33.18181818181818,12,6,-2.507479
29,2020-03-07 12:30:00,w,h,1.89453,2,1.29544,1,1.8471000000000002,3,1.89453,1.29544,"{'att': 95, 'def': 20}","{'att': 345, 'def': 17}",4.75,20.294117647058822,9,3,0.5990900000000001
