GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2019-08-10 15:00:00,d,h,0.87159,0,1.2246,0,1.0512,1,0.87159,1.2246,"{'att': 294, 'def': 26}","{'att': 110, 'def': 27}",11.307692307692308,4.074074074074074,5,5,-0.35300999999999993
2,2019-08-18 14:00:00,l,a,0.241912,0,1.84778,1,0.22060000000000002,0,0.241912,1.84778,"{'att': 174, 'def': 15}","{'att': 278, 'def': 25}",11.6,11.12,5,2,-1.605868
3,2019-08-24 15:00:00,w,a,0.676993,2,2.23561,1,0.35029999999999994,3,0.676993,1.47444,"{'att': 275, 'def': 18}","{'att': 96, 'def': 14}",15.277777777777779,6.857142857142857,2,7,-0.797447
4,2019-08-31 15:00:00,w,h,1.41394,1,0.30354,0,2.2757,3,1.41394,0.30354,"{'att': 216, 'def': 24}","{'att': 226, 'def': 25}",9.0,9.04,13,5,1.1104
5,2019-09-14 14:00:00,l,a,0.577323,0,1.04944,4,0.8706999999999999,0,0.577323,1.04944,"{'att': 410, 'def': 24}","{'att': 216, 'def': 33}",17.083333333333332,6.545454545454546,5,8,-0.4721169999999999
6,2019-09-22 13:00:00,d,h,0.984777,1,1.75572,1,0.7636000000000001,1,0.984777,1.75572,"{'att': 265, 'def': 19}","{'att': 263, 'def': 21}",13.947368421052632,12.523809523809524,6,5,-0.7709429999999999
7,2019-09-28 14:00:00,w,h,1.80497,2,0.712129,0,2.2533,3,1.0438,0.712129,"{'att': 294, 'def': 23}","{'att': 164, 'def': 18}",12.782608695652174,9.11111111111111,11,10,0.33167100000000005
8,2019-10-05 17:30:00,w,a,2.0682,2,1.23577,1,2.1092,3,1.30703,1.23577,"{'att': 281, 'def': 14}","{'att': 281, 'def': 19}",20.071428571428573,14.789473684210526,7,7,0.07125999999999988
9,2019-10-19 17:30:00,l,h,0.616864,0,4.02104,2,0.0503,0,0.616864,4.02104,"{'att': 353, 'def': 19}","{'att': 128, 'def': 19}",18.57894736842105,6.7368421052631575,5,21,-3.404176
10,2019-10-27 16:30:00,d,a,1.77892,2,1.54014,2,1.6021,1,1.01775,1.54014,"{'att': 263, 'def': 10}","{'att': 161, 'def': 21}",26.3,7.666666666666667,1,8,-0.5223900000000001
11,2019-11-03 14:00:00,l,h,0.44291,0,0.981167,2,0.8167,0,0.44291,0.981167,"{'att': 267, 'def': 15}","{'att': 186, 'def': 29}",17.8,6.413793103448276,5,5,-0.538257
12,2019-11-09 12:30:00,l,a,0.479488,0,3.28903,2,0.0769,0,0.479488,3.28903,"{'att': 320, 'def': 23}","{'att': 217, 'def': 28}",13.91304347826087,7.75,3,11,-2.809542
13,2019-11-23 15:00:00,l,h,1.02306,1,1.64291,2,0.8560000000000001,0,1.02306,1.64291,"{'att': 285, 'def': 13}","{'att': 182, 'def': 18}",21.923076923076923,10.11111111111111,8,11,-0.61985
14,2019-11-30 15:00:00,w,a,0.936732,2,1.8509,0,0.6598,3,0.936732,1.8509,"{'att': 175, 'def': 24}","{'att': 268, 'def': 32}",7.291666666666667,8.375,6,5,-0.914168
15,2019-12-03 19:30:00,w,h,0.383763,1,0.342799,0,1.2658,3,0.383763,0.342799,"{'att': 305, 'def': 15}","{'att': 118, 'def': 21}",20.333333333333332,5.619047619047619,6,10,0.040964
16,2019-12-07 15:00:00,d,a,0.210746,0,1.57132,0,0.2552,1,0.210746,1.57132,"{'att': 181, 'def': 20}","{'att': 231, 'def': 22}",9.05,10.5,2,7,-1.3605740000000002
17,2019-12-16 19:45:00,d,h,0.484859,1,2.48355,1,0.1452,1,0.484859,2.48355,"{'att': 309, 'def': 16}","{'att': 168, 'def': 32}",19.3125,5.25,5,11,-1.9986910000000002
18,2019-12-21 15:00:00,l,a,0.985368,0,0.714368,1,1.524,0,0.985368,0.714368,"{'att': 199, 'def': 23}","{'att': 300, 'def': 24}",8.652173913043478,12.5,14,6,0.271
19,2019-12-26 15:00:00,w,h,2.14195,2,0.796338,1,2.3714999999999997,3,2.14195,0.796338,"{'att': 169, 'def': 17}","{'att': 327, 'def': 33}",9.941176470588236,9.909090909090908,12,8,1.345612
20,2019-12-28 15:00:00,d,a,0.137837,1,1.47937,1,0.2757,1,0.137837,1.47937,"{'att': 271, 'def': 14}","{'att': 184, 'def': 34}",19.357142857142858,5.411764705882353,2,4,-1.341533
21,2020-01-01 17:30:00,d,a,1.29896,1,1.66454,1,1.0735999999999999,1,1.29896,1.66454,"{'att': 192, 'def': 24}","{'att': 248, 'def': 22}",8.0,11.272727272727273,7,7,-0.36558
22,2020-01-11 12:30:00,d,h,0.317862,1,1.43924,1,0.2649,1,0.317862,1.43924,"{'att': 291, 'def': 33}","{'att': 182, 'def': 32}",8.818181818181818,5.6875,5,8,-1.121378
23,2020-01-18 15:00:00,d,a,0.586716,2,2.47314,2,0.2482,1,0.586716,2.47314,"{'att': 295, 'def': 10}","{'att': 128, 'def': 26}",29.5,4.923076923076923,2,23,-1.8864239999999999
24,2020-01-21 19:30:00,l,h,0.674589,0,1.1306,2,0.9164,0,0.674589,1.1306,"{'att': 188, 'def': 24}","{'att': 180, 'def': 40}",7.833333333333333,4.5,9,8,-0.45601100000000006
25,2020-02-01 15:00:00,l,h,0.970063,0,0.860755,1,1.4110999999999998,0,0.970063,0.860755,"{'att': 132, 'def': 12}","{'att': 299, 'def': 29}",11.0,10.310344827586206,6,4,0.10930799999999996
