GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2019-08-10 12:30:00,w,a,3.18377,5,1.2003,0,2.6311999999999998,3,2.42264,1.2003,"{'att': 215, 'def': 31}","{'att': 328, 'def': 20}",6.935483870967742,16.4,9,1,1.22234
2,2019-08-17 17:30:00,d,h,3.20076,2,0.074542,2,2.9323,1,3.20076,0.074542,"{'att': 386, 'def': 43}","{'att': 330, 'def': 7}",8.976744186046512,47.142857142857146,10,2,3.1262179999999997
3,2019-08-25 14:00:00,w,a,3.12856,3,1.89345,1,2.1653000000000002,3,3.12856,1.89345,"{'att': 119, 'def': 23}","{'att': 458, 'def': 20}",5.173913043478261,22.9,17,3,1.2351099999999997
4,2019-08-31 15:00:00,w,h,2.30818,4,0.861035,0,2.3849,3,2.30818,0.861035,"{'att': 366, 'def': 32}","{'att': 346, 'def': 16}",11.4375,21.625,16,7,1.4471450000000001
5,2019-09-14 16:30:00,l,a,2.34436,2,1.7413,3,1.7614999999999998,0,2.34436,1.7413,"{'att': 191, 'def': 24}","{'att': 258, 'def': 14}",7.958333333333333,18.428571428571427,14,6,0.6030599999999999
6,2019-09-21 14:00:00,w,h,6.63049,8,0.344718,0,2.9992,3,5.86932,0.344718,"{'att': 238, 'def': 21}","{'att': 430, 'def': 12}",11.333333333333334,35.833333333333336,13,1,5.524602
7,2019-09-28 16:30:00,w,a,3.1082,3,2.35854,1,1.8485999999999998,3,3.1082,2.35854,"{'att': 204, 'def': 21}","{'att': 392, 'def': 12}",9.714285714285714,32.666666666666664,13,6,0.74966
8,2019-10-06 14:00:00,l,h,1.61884,0,1.18825,2,1.6896,0,1.61884,1.18825,"{'att': 107, 'def': 26}","{'att': 315, 'def': 16}",4.115384615384615,19.6875,13,1,0.43059000000000003
9,2019-10-19 17:30:00,w,a,4.02104,2,0.616864,0,2.9204,3,4.02104,0.616864,"{'att': 128, 'def': 19}","{'att': 353, 'def': 19}",6.7368421052631575,18.57894736842105,21,5,3.404176
10,2019-10-26 12:30:00,w,h,3.19004,3,0.980145,0,2.6551,3,3.19004,0.980145,"{'att': 194, 'def': 24}","{'att': 267, 'def': 10}",8.083333333333334,26.7,18,3,2.2098950000000004
