GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2014-08-17 16:00:00,l,h,0.965583,0,1.48053,2,0.9421999999999999,0,0.965583,1.48053,"{'att': 343, 'def': 22}","{'att': 284, 'def': 22}",15.590909090909092,12.909090909090908,6,9,-0.5149469999999999
2,2014-08-23 12:45:00,d,a,0.699295,0,0.507525,0,1.4753,1,0.699295,0.507525,"{'att': 180, 'def': 21}","{'att': 326, 'def': 21}",8.571428571428571,15.523809523809524,7,4,0.19177
3,2014-08-30 15:00:00,d,h,1.69776,3,1.66056,3,1.3554,1,1.69776,1.66056,"{'att': 123, 'def': 27}","{'att': 244, 'def': 25}",4.555555555555555,9.76,10,3,0.0371999999999999
4,2014-09-13 15:00:00,l,a,1.15026,0,2.11739,4,0.6358,0,1.15026,2.11739,"{'att': 370, 'def': 18}","{'att': 354, 'def': 30}",20.555555555555557,11.8,1,4,-0.9671299999999998
5,2014-09-20 15:00:00,d,h,1.91632,2,0.854291,2,2.1957999999999998,1,1.91632,0.854291,"{'att': 187, 'def': 23}","{'att': 310, 'def': 16}",8.130434782608695,19.375,12,2,1.062029
6,2014-09-29 20:00:00,l,a,1.13994,0,1.56203,1,0.9843,0,1.13994,1.56203,"{'att': 171, 'def': 23}","{'att': 229, 'def': 24}",7.434782608695652,9.541666666666666,6,4,-0.4220900000000001
7,2014-10-04 15:00:00,d,a,1.18603,2,1.55242,2,1.076,1,1.18603,1.55242,"{'att': 459, 'def': 34}","{'att': 191, 'def': 27}",13.5,7.074074074074074,1,6,-0.36639
8,2014-10-18 15:00:00,w,h,2.1929,1,0.650379,0,2.4899,3,2.1929,0.650379,"{'att': 175, 'def': 29}","{'att': 230, 'def': 23}",6.0344827586206895,10.0,5,5,1.5425209999999998
9,2014-10-26 13:30:00,w,a,0.73967,2,2.03729,1,0.4751,3,0.73967,2.03729,"{'att': 300, 'def': 32}","{'att': 133, 'def': 25}",9.375,5.32,3,4,-1.29762
10,2014-11-01 12:45:00,w,h,1.56863,1,0.258953,0,2.4724,3,1.56863,0.258953,"{'att': 385, 'def': 28}","{'att': 150, 'def': 16}",13.75,9.375,5,6,1.309677
11,2014-11-09 13:30:00,w,a,0.694441,2,0.765208,0,1.2448000000000001,3,0.694441,0.765208,"{'att': 306, 'def': 24}","{'att': 183, 'def': 19}",12.75,9.631578947368421,1,11,-0.07076700000000002
12,2014-11-22 15:00:00,w,h,1.47871,1,0.402285,0,2.2969000000000004,3,1.47871,0.402285,"{'att': 149, 'def': 34}","{'att': 184, 'def': 26}",4.382352941176471,7.076923076923077,9,5,1.076425
13,2014-11-29 15:00:00,l,a,0.246562,0,1.09981,1,0.513,0,0.246562,1.09981,"{'att': 172, 'def': 21}","{'att': 240, 'def': 15}",8.19047619047619,16.0,2,3,-0.853248
14,2014-12-02 19:45:00,d,a,1.0006,1,0.678486,1,1.6612999999999998,1,1.0006,0.678486,"{'att': 125, 'def': 16}","{'att': 248, 'def': 28}",7.8125,8.857142857142858,4,11,0.3221139999999999
15,2014-12-06 12:45:00,w,h,1.48574,2,2.16232,1,0.9306000000000001,3,1.48574,2.16232,"{'att': 315, 'def': 21}","{'att': 149, 'def': 21}",15.0,7.095238095238095,7,22,-0.6765799999999997
16,2014-12-13 17:30:00,l,a,0.938764,1,2.38819,4,0.3458,0,0.938764,1.62702,"{'att': 231, 'def': 26}","{'att': 240, 'def': 29}",8.884615384615385,8.275862068965518,3,11,-0.6882559999999999
17,2014-12-21 13:30:00,l,h,0.900259,0,2.18418,1,0.4989,0,0.900259,2.18418,"{'att': 192, 'def': 20}","{'att': 195, 'def': 27}",9.6,7.222222222222222,6,5,-1.2839209999999999
18,2014-12-26 15:00:00,l,a,1.03151,1,1.86147,3,0.6578999999999999,0,0.270375,1.86147,"{'att': 356, 'def': 21}","{'att': 207, 'def': 27}",16.952380952380953,7.666666666666667,1,10,-1.591095
