GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2014-08-16 15:00:00,w,a,1.11757,1,1.90067,0,0.7402,3,1.11757,1.12689,"{'att': 216, 'def': 21}","{'att': 218, 'def': 17}",10.285714285714286,12.823529411764707,5,1,-0.009319999999999995
2,2014-08-24 13:30:00,d,h,0.870175,1,1.60916,1,0.7265999999999999,1,0.870175,1.60916,"{'att': 246, 'def': 12}","{'att': 186, 'def': 19}",20.5,9.789473684210526,2,13,-0.7389849999999999
3,2014-08-31 13:30:00,l,a,0.28888,1,0.639316,2,0.9139,0,0.28888,0.639316,"{'att': 278, 'def': 24}","{'att': 366, 'def': 13}",11.583333333333334,28.153846153846153,7,6,-0.35043599999999997
4,2014-09-15 20:00:00,d,h,0.439084,2,0.661678,2,1.049,1,0.439084,0.661678,"{'att': 273, 'def': 37}","{'att': 192, 'def': 23}",7.378378378378378,8.347826086956522,1,0,-0.22259400000000001
5,2014-09-20 15:00:00,d,a,0.854291,2,1.91632,2,0.5712999999999999,1,0.854291,1.91632,"{'att': 310, 'def': 16}","{'att': 187, 'def': 23}",19.375,8.130434782608695,2,12,-1.062029
6,2014-09-27 15:00:00,l,h,1.12374,2,1.78953,4,0.8489,0,0.362605,1.78953,"{'att': 426, 'def': 20}","{'att': 280, 'def': 25}",21.3,11.2,2,13,-1.426925
7,2014-10-04 15:00:00,w,h,1.07209,2,0.616109,0,1.7394,3,1.07209,0.616109,"{'att': 146, 'def': 27}","{'att': 335, 'def': 26}",5.407407407407407,12.884615384615385,3,4,0.45598099999999997
8,2014-10-18 15:00:00,d,a,0.552062,2,2.14845,2,0.31499999999999995,1,0.552062,2.14845,"{'att': 352, 'def': 8}","{'att': 253, 'def': 40}",44.0,6.325,0,17,-1.596388
9,2014-10-25 15:00:00,d,a,0.222999,0,0.678924,0,0.7686,1,0.222999,0.678924,"{'att': 335, 'def': 32}","{'att': 150, 'def': 24}",10.46875,6.25,2,11,-0.45592499999999997
10,2014-11-01 15:00:00,l,h,0.256678,0,1.90484,1,0.184,0,0.256678,1.90484,"{'att': 333, 'def': 13}","{'att': 239, 'def': 29}",25.615384615384617,8.241379310344827,10,5,-1.6481620000000001
11,2014-11-08 15:00:00,l,a,0.526656,0,1.10315,1,0.8296,0,0.526656,1.10315,"{'att': 128, 'def': 19}","{'att': 207, 'def': 25}",6.7368421052631575,8.28,6,7,-0.5764940000000001
12,2014-11-23 16:00:00,l,h,0.94244,1,2.16438,2,0.5483,0,0.94244,2.16438,"{'att': 320, 'def': 24}","{'att': 100, 'def': 25}",13.333333333333334,4.0,2,6,-1.22194
13,2014-11-29 15:00:00,l,a,0.230407,0,1.76885,3,0.1537,0,0.230407,1.76885,"{'att': 508, 'def': 26}","{'att': 151, 'def': 25}",19.53846153846154,6.04,1,8,-1.538443
14,2014-12-03 19:45:00,d,a,0.29547,1,1.27965,1,0.4724,1,0.29547,1.27965,"{'att': 317, 'def': 36}","{'att': 192, 'def': 17}",8.805555555555555,11.294117647058824,1,7,-0.9841799999999999
15,2014-12-06 15:00:00,d,h,0.586305,0,1.06151,0,0.7852999999999999,1,0.586305,0.300343,"{'att': 303, 'def': 32}","{'att': 285, 'def': 23}",9.46875,12.391304347826088,3,4,0.28596199999999994
16,2014-12-13 15:00:00,l,a,0.435091,0,1.21862,2,0.6282,0,0.435091,1.21862,"{'att': 300, 'def': 28}","{'att': 226, 'def': 30}",10.714285714285714,7.533333333333333,0,11,-0.783529
17,2014-12-20 15:00:00,l,h,0.825885,0,1.45331,1,0.8313999999999999,0,0.825885,1.45331,"{'att': 212, 'def': 27}","{'att': 253, 'def': 17}",7.851851851851852,14.882352941176471,6,2,-0.6274250000000001
18,2014-12-26 15:00:00,w,a,0.85573,3,1.35551,1,0.9067000000000001,3,0.85573,1.35551,"{'att': 268, 'def': 20}","{'att': 222, 'def': 24}",13.4,9.25,1,5,-0.49978
19,2014-12-28 15:00:00,l,h,1.72314,0,0.180127,1,2.5995000000000004,0,1.72314,0.180127,"{'att': 179, 'def': 22}","{'att': 298, 'def': 27}",8.136363636363637,11.037037037037036,5,0,1.543013
20,2015-01-01 15:00:00,w,h,1.95682,2,0.957698,0,2.105,3,1.95682,0.957698,"{'att': 223, 'def': 29}","{'att': 142, 'def': 22}",7.689655172413793,6.454545454545454,10,7,0.999122
21,2015-01-10 15:00:00,l,a,0.395844,0,0.784159,1,0.8780999999999999,0,0.395844,0.784159,"{'att': 260, 'def': 19}","{'att': 266, 'def': 13}",13.68421052631579,20.46153846153846,2,3,-0.3883150000000001
22,2015-01-18 13:30:00,l,a,0.423719,0,2.68629,3,0.13740000000000002,0,0.423719,2.68629,"{'att': 271, 'def': 23}","{'att': 223, 'def': 24}",11.782608695652174,9.291666666666666,6,6,-2.262571
23,2015-01-31 12:45:00,l,h,0.989377,0,0.50926,3,1.7966,0,0.989377,0.50926,"{'att': 236, 'def': 33}","{'att': 304, 'def': 30}",7.151515151515151,10.133333333333333,3,5,0.4801169999999999
24,2015-02-07 15:00:00,d,a,1.13348,1,0.992526,1,1.5181000000000002,1,1.13348,0.992526,"{'att': 339, 'def': 12}","{'att': 123, 'def': 20}",28.25,6.15,1,24,0.14095400000000002
25,2015-02-10 19:45:00,w,h,0.985975,2,0.423817,0,1.8925,3,0.985975,0.423817,"{'att': 252, 'def': 25}","{'att': 131, 'def': 18}",10.08,7.277777777777778,5,2,0.562158
26,2015-02-21 15:00:00,w,h,1.09259,2,0.190631,1,2.213,3,1.09259,0.190631,"{'att': 167, 'def': 26}","{'att': 212, 'def': 22}",6.423076923076923,9.636363636363637,6,0,0.901959
27,2015-02-28 15:00:00,l,a,0.344489,0,0.895577,1,0.7827,0,0.344489,0.895577,"{'att': 299, 'def': 9}","{'att': 200, 'def': 18}",33.22222222222222,11.11111111111111,3,7,-0.551088
