GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2014-08-17 13:30:00,l,a,1.55248,1,1.33192,2,1.5269,0,1.55248,1.33192,"{'att': 401, 'def': 36}","{'att': 238, 'def': 21}",11.13888888888889,11.333333333333334,9,6,0.2205600000000001
2,2014-08-23 15:00:00,d,h,0.665853,0,0.665791,0,1.2772000000000001,1,0.665853,0.665791,"{'att': 201, 'def': 27}","{'att': 285, 'def': 23}",7.444444444444445,12.391304347826088,5,2,6.20000000000065e-05
3,2014-08-30 15:00:00,w,a,1.57513,3,0.635223,1,2.1543,3,1.57513,0.635223,"{'att': 184, 'def': 26}","{'att': 332, 'def': 12}",7.076923076923077,27.666666666666668,11,0,0.9399069999999999
4,2014-09-13 15:00:00,w,h,2.11739,4,1.15026,0,2.1463,3,2.11739,1.15026,"{'att': 354, 'def': 30}","{'att': 370, 'def': 18}",11.8,20.555555555555557,4,1,0.9671299999999998
5,2014-09-20 15:00:00,w,a,0.750244,1,0.520262,0,1.4978,3,0.750244,0.520262,"{'att': 266, 'def': 34}","{'att': 299, 'def': 17}",7.823529411764706,17.58823529411765,7,2,0.22998200000000002
6,2014-09-27 15:00:00,w,h,2.34463,2,0.456323,1,2.6530000000000005,3,2.34463,0.456323,"{'att': 210, 'def': 22}","{'att': 262, 'def': 18}",9.545454545454545,14.555555555555555,8,3,1.888307
7,2014-10-05 14:05:00,l,a,1.14587,0,0.898735,1,1.5762,0,1.14587,0.898735,"{'att': 177, 'def': 26}","{'att': 249, 'def': 21}",6.8076923076923075,11.857142857142858,6,3,0.247135
8,2014-10-18 15:00:00,w,h,3.71097,8,0.92175,0,2.8157,3,3.71097,0.92175,"{'att': 259, 'def': 25}","{'att': 272, 'def': 11}",10.36,24.727272727272727,16,3,2.7892200000000003
9,2014-10-25 15:00:00,w,h,1.3758,1,0.867568,0,1.7481999999999998,3,1.3758,0.867568,"{'att': 187, 'def': 23}","{'att': 341, 'def': 16}",8.130434782608695,21.3125,8,0,0.5082319999999999
10,2014-11-01 15:00:00,w,a,1.90484,1,0.256678,0,2.6974,3,1.90484,0.256678,"{'att': 239, 'def': 29}","{'att': 333, 'def': 13}",8.241379310344827,25.615384615384617,5,10,1.6481620000000001
11,2014-11-08 15:00:00,w,h,1.00528,2,0.540434,0,1.7601,3,1.00528,0.540434,"{'att': 170, 'def': 23}","{'att': 355, 'def': 17}",7.391304347826087,20.88235294117647,9,1,0.464846
12,2014-11-24 20:00:00,d,a,0.863156,1,1.13228,1,1.0588,1,0.863156,1.13228,"{'att': 124, 'def': 20}","{'att': 292, 'def': 14}",6.2,20.857142857142858,14,3,-0.2691239999999999
13,2014-11-30 13:30:00,l,h,0.804381,0,2.13214,3,0.4357,0,0.804381,2.13214,"{'att': 222, 'def': 24}","{'att': 282, 'def': 28}",9.25,10.071428571428571,3,8,-1.3277590000000001
14,2014-12-03 19:45:00,l,a,0.570955,0,2.37332,1,0.2734,0,0.570955,2.37332,"{'att': 274, 'def': 23}","{'att': 198, 'def': 24}",11.91304347826087,8.25,3,13,-1.802365
15,2014-12-08 20:00:00,l,h,1.8287,1,0.799261,2,2.1603,0,1.8287,0.799261,"{'att': 255, 'def': 38}","{'att': 290, 'def': 16}",6.7105263157894735,18.125,9,2,1.029439
16,2014-12-13 15:00:00,l,a,1.713,0,0.396158,1,2.4957000000000003,0,0.951835,0.396158,"{'att': 139, 'def': 19}","{'att': 249, 'def': 31}",7.315789473684211,8.03225806451613,7,2,0.555677
17,2014-12-20 15:00:00,w,h,2.21266,3,0.597999,0,2.5607,3,2.21266,0.597999,"{'att': 236, 'def': 29}","{'att': 195, 'def': 12}",8.137931034482758,16.25,4,2,1.6146610000000001
18,2014-12-26 15:00:00,w,a,1.30288,3,0.379447,1,2.1896,3,1.30288,0.379447,"{'att': 147, 'def': 12}","{'att': 277, 'def': 24}",12.25,11.541666666666666,3,4,0.9234330000000001
19,2014-12-28 14:05:00,d,h,0.528455,1,0.521788,1,1.3173000000000001,1,0.528455,0.521788,"{'att': 287, 'def': 24}","{'att': 230, 'def': 22}",11.958333333333334,10.454545454545455,1,21,0.0066669999999999785
20,2015-01-01 15:00:00,w,h,2.41442,2,0.849285,0,2.4638,3,2.41442,0.849285,"{'att': 312, 'def': 30}","{'att': 238, 'def': 18}",10.4,13.222222222222221,5,4,1.5651349999999997
21,2015-01-11 16:00:00,w,a,1.15706,1,1.19228,0,1.2969,3,1.15706,1.19228,"{'att': 280, 'def': 14}","{'att': 192, 'def': 20}",20.0,9.6,5,4,-0.03522000000000003
22,2015-01-17 17:30:00,w,a,0.432026,2,0.856732,1,0.8813,3,0.432026,0.856732,"{'att': 307, 'def': 24}","{'att': 199, 'def': 26}",12.791666666666666,7.653846153846154,2,4,-0.42470600000000003
23,2015-02-01 16:00:00,l,h,1.62682,0,0.262557,1,2.4931,0,1.62682,0.262557,"{'att': 255, 'def': 23}","{'att': 351, 'def': 10}",11.08695652173913,35.1,11,1,1.364263
24,2015-02-07 15:00:00,w,a,0.963892,1,1.03037,0,1.2779,3,0.963892,1.03037,"{'att': 174, 'def': 27}","{'att': 212, 'def': 22}",6.444444444444445,9.636363636363637,10,5,-0.06647800000000004
25,2015-02-11 19:45:00,d,h,1.68446,0,0.125464,0,2.6035999999999997,1,1.68446,0.125464,"{'att': 119, 'def': 17}","{'att': 258, 'def': 16}",7.0,16.125,14,0,1.558996
26,2015-02-22 16:15:00,l,h,0.869183,0,0.695778,2,1.4551,0,0.869183,0.695778,"{'att': 207, 'def': 26}","{'att': 313, 'def': 21}",7.961538461538462,14.904761904761905,7,5,0.17340500000000003
27,2015-02-28 15:00:00,l,a,0.579867,0,1.08916,1,0.8293,0,0.579867,1.08916,"{'att': 131, 'def': 27}","{'att': 276, 'def': 17}",4.851851851851852,16.235294117647058,6,4,-0.5092929999999999
28,2015-03-03 19:45:00,w,h,2.22869,1,0.392674,0,2.6820999999999997,3,2.22869,0.392674,"{'att': 118, 'def': 26}","{'att': 229, 'def': 24}",4.538461538461538,9.541666666666666,7,4,1.8360159999999999
29,2015-03-15 13:30:00,d,a,1.82802,1,3.19317,1,0.5471,1,1.06685,3.19317,"{'att': 287, 'def': 33}","{'att': 204, 'def': 23}",8.696969696969697,8.869565217391305,11,18,-2.1263199999999998
30,2015-03-21 15:00:00,w,h,1.92097,2,1.05022,0,2.0145,3,1.92097,1.05022,"{'att': 187, 'def': 15}","{'att': 326, 'def': 19}",12.466666666666667,17.157894736842106,9,10,0.8707500000000001
31,2015-04-04 15:00:00,l,a,0.533646,0,1.02048,1,0.7981,0,0.533646,1.02048,"{'att': 173, 'def': 39}","{'att': 213, 'def': 25}",4.435897435897436,8.52,6,3,-0.4868340000000001
32,2015-04-11 15:00:00,w,h,2.37369,2,0.737337,0,2.5545999999999998,3,1.61253,0.737337,"{'att': 266, 'def': 25}","{'att': 353, 'def': 22}",10.64,16.045454545454547,9,3,0.875193
33,2015-04-18 15:00:00,l,a,1.36108,1,2.26451,2,0.6809000000000001,0,1.36108,2.26451,"{'att': 224, 'def': 28}","{'att': 234, 'def': 26}",8.0,9.0,10,2,-0.90343
34,2015-04-25 12:45:00,d,h,1.39327,2,0.531276,2,2.0993,1,1.39327,0.531276,"{'att': 333, 'def': 18}","{'att': 178, 'def': 17}",18.5,10.470588235294118,5,5,0.861994
35,2015-05-02 15:00:00,l,a,0.906357,1,1.97694,2,0.5004,0,0.906357,0.454598,"{'att': 202, 'def': 20}","{'att': 265, 'def': 24}",10.1,11.041666666666666,2,2,0.45175899999999997
36,2015-05-09 15:00:00,l,a,0.348109,0,1.64129,2,0.307,0,0.348109,1.64129,"{'att': 88, 'def': 24}","{'att': 306, 'def': 22}",3.6666666666666665,13.909090909090908,8,5,-1.293181
37,2015-05-16 12:45:00,w,h,3.59558,6,1.18593,1,2.7043999999999997,3,3.59558,1.18593,"{'att': 295, 'def': 28}","{'att': 151, 'def': 8}",10.535714285714286,18.875,6,3,2.40965
38,2015-05-24 15:00:00,l,a,0.775853,0,2.44073,2,0.28259999999999996,0,0.775853,2.44073,"{'att': 205, 'def': 20}","{'att': 201, 'def': 27}",10.25,7.444444444444445,5,15,-1.6648769999999997
