GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2014-08-16 15:00:00,d,h,1.2783,2,0.613273,2,1.9461000000000002,1,1.2783,0.613273,"{'att': 362, 'def': 25}","{'att': 187, 'def': 16}",14.48,11.6875,1,15,0.665027
2,2014-08-23 15:00:00,l,a,0.550894,0,2.02939,2,0.3517,0,0.550894,2.02939,"{'att': 293, 'def': 32}","{'att': 134, 'def': 19}",9.15625,7.052631578947368,1,12,-1.4784959999999998
3,2014-08-31 16:00:00,d,h,0.809743,1,2.29649,1,0.4139,1,0.809743,2.29649,"{'att': 341, 'def': 31}","{'att': 150, 'def': 20}",11.0,7.5,4,13,-1.4867469999999998
4,2014-09-13 15:00:00,w,a,0.598313,1,1.64782,0,0.5635,3,0.598313,1.64782,"{'att': 232, 'def': 19}","{'att': 156, 'def': 23}",12.210526315789474,6.782608695652174,6,8,-1.0495070000000002
5,2014-09-21 13:30:00,w,h,2.5422,5,1.71191,3,1.9712999999999998,3,1.01986,1.71191,"{'att': 285, 'def': 23}","{'att': 174, 'def': 26}",12.391304347826088,6.6923076923076925,6,7,-0.69205
6,2014-09-27 15:00:00,l,a,0.453547,0,2.1144,2,0.17930000000000001,0,0.453547,2.1144,"{'att': 119, 'def': 16}","{'att': 260, 'def': 29}",7.4375,8.96551724137931,5,1,-1.660853
7,2014-10-04 15:00:00,d,h,1.57773,2,0.957718,2,1.8725999999999998,1,1.57773,0.957718,"{'att': 153, 'def': 20}","{'att': 195, 'def': 29}",7.65,6.724137931034483,1,9,0.6200120000000001
8,2014-10-18 15:00:00,l,a,0.650379,0,2.1929,1,0.3494,0,0.650379,2.1929,"{'att': 230, 'def': 23}","{'att': 175, 'def': 29}",10.0,6.0344827586206895,5,5,-1.5425209999999998
9,2014-10-25 17:30:00,l,a,0.773436,0,1.05601,2,1.0348,0,0.773436,1.05601,"{'att': 348, 'def': 24}","{'att': 321, 'def': 20}",14.5,16.05,3,4,-0.2825739999999999
10,2014-11-01 15:00:00,l,h,1.41001,0,0.562442,1,2.1102999999999996,0,1.41001,0.562442,"{'att': 193, 'def': 23}","{'att': 209, 'def': 29}",8.391304347826088,7.206896551724138,8,5,0.847568
11,2014-11-08 15:00:00,l,a,0.540434,0,1.00528,2,0.8903999999999999,0,0.540434,1.00528,"{'att': 355, 'def': 17}","{'att': 170, 'def': 23}",20.88235294117647,7.391304347826087,1,9,-0.464846
12,2014-11-22 15:00:00,d,h,0.685893,0,0.889971,0,1.1185,1,0.685893,0.889971,"{'att': 198, 'def': 23}","{'att': 99, 'def': 18}",8.608695652173912,5.5,9,6,-0.20407799999999998
13,2014-11-29 15:00:00,l,a,2.10013,2,2.98194,3,0.8225,0,2.10013,2.98194,"{'att': 175, 'def': 29}","{'att': 105, 'def': 13}",6.0344827586206895,8.076923076923077,8,7,-0.8818099999999998
14,2014-12-02 19:45:00,l,h,1.23928,1,1.3012,3,1.2539,0,1.23928,1.3012,"{'att': 272, 'def': 24}","{'att': 172, 'def': 19}",11.333333333333334,9.052631578947368,6,5,-0.061919999999999975
15,2014-12-07 16:00:00,l,a,1.0083,1,1.97697,2,0.6997,0,1.0083,1.97697,"{'att': 327, 'def': 35}","{'att': 135, 'def': 21}",9.342857142857143,6.428571428571429,6,7,-0.9686699999999999
