GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2018-08-11 17:00:00,w,h,1.42372,2,0.45504,0,2.1888,3,1.42372,0.45504,"{'att': 235, 'def': 27}","{'att': 228, 'def': 16}",8.703703703703704,14.25,8,2,0.9686800000000001
2,2018-08-19 15:30:00,w,a,1.9171,3,0.392642,1,2.6639999999999997,3,1.9171,0.392642,"{'att': 227, 'def': 26}","{'att': 149, 'def': 19}",8.73076923076923,7.842105263157895,9,4,1.524458
3,2018-08-26 15:30:00,w,h,1.14596,2,1.21905,1,1.277,3,1.14596,1.21905,"{'att': 211, 'def': 22}","{'att': 132, 'def': 20}",9.590909090909092,6.6,7,5,-0.07308999999999988
4,2018-09-02 15:00:00,w,h,0.454309,2,0.582521,1,1.1059,3,0.454309,0.582521,"{'att': 281, 'def': 25}","{'att': 122, 'def': 24}",11.24,5.083333333333333,3,5,-0.12821199999999994
5,2018-09-15 16:30:00,l,h,1.17523,1,1.64902,2,0.9274,0,1.17523,1.64902,"{'att': 281, 'def': 22}","{'att': 181, 'def': 18}",12.772727272727273,10.055555555555555,7,6,-0.47378999999999993
6,2018-09-22 11:30:00,d,a,1.76133,1,1.77245,1,1.3558,1,1.76133,1.77245,"{'att': 302, 'def': 25}","{'att': 141, 'def': 17}",12.08,8.294117647058824,5,4,-0.011120000000000019
7,2018-09-29 14:00:00,l,a,2.62141,0,1.57061,2,2.1028000000000002,0,2.62141,1.57061,"{'att': 278, 'def': 27}","{'att': 144, 'def': 16}",10.296296296296296,9.0,4,9,1.0508
8,2018-10-06 14:00:00,l,h,1.06613,0,3.28471,4,0.15660000000000002,0,1.06613,2.52354,"{'att': 241, 'def': 21}","{'att': 199, 'def': 13}",11.476190476190476,15.307692307692308,6,5,-1.45741
9,2018-10-20 14:00:00,w,a,1.0684,2,0.47391,0,1.915,3,1.0684,0.47391,"{'att': 232, 'def': 17}","{'att': 306, 'def': 30}",13.647058823529411,10.2,4,8,0.59449
10,2018-10-27 14:00:00,w,h,2.29622,3,0.479655,0,2.6483,3,2.29622,0.479655,"{'att': 295, 'def': 25}","{'att': 242, 'def': 30}",11.8,8.066666666666666,6,6,1.816565
11,2018-11-03 15:00:00,l,a,2.5452,0,0.691575,1,2.5927000000000002,0,2.5452,0.691575,"{'att': 159, 'def': 15}","{'att': 264, 'def': 24}",10.6,11.0,18,1,1.8536249999999999
12,2018-11-10 15:00:00,d,a,1.07573,1,1.20211,1,1.2396,1,1.07573,1.20211,"{'att': 138, 'def': 20}","{'att': 202, 'def': 25}",6.9,8.08,11,5,-0.12637999999999994
13,2018-11-24 15:00:00,l,h,0.673382,0,1.45314,3,0.6271,0,0.673382,1.45314,"{'att': 361, 'def': 24}","{'att': 171, 'def': 26}",15.041666666666666,6.576923076923077,3,7,-0.7797580000000001
14,2018-12-01 15:00:00,l,a,1.19923,0,1.41758,2,1.1107,0,1.19923,0.65641,"{'att': 137, 'def': 21}","{'att': 275, 'def': 16}",6.523809523809524,17.1875,9,1,0.54282
15,2018-12-04 20:00:00,l,h,1.672,1,2.51933,2,0.7946,0,1.672,2.51933,"{'att': 395, 'def': 10}","{'att': 146, 'def': 21}",39.5,6.9523809523809526,7,14,-0.8473300000000001
16,2018-12-10 20:00:00,d,a,1.63043,2,1.72686,2,1.2819,1,1.63043,0.965692,"{'att': 206, 'def': 28}","{'att': 143, 'def': 20}",7.357142857142857,7.15,5,9,0.664738
17,2018-12-15 15:00:00,w,h,1.64998,3,0.485768,2,2.2879,3,1.64998,0.485768,"{'att': 90, 'def': 16}","{'att': 357, 'def': 15}",5.625,23.8,11,2,1.164212
18,2018-12-22 15:00:00,w,a,2.32983,2,2.06507,0,1.5681,3,1.56866,2.06507,"{'att': 185, 'def': 23}","{'att': 163, 'def': 24}",8.043478260869565,6.791666666666667,9,6,-0.49641
19,2018-12-26 19:30:00,l,h,1.24414,1,2.1956,2,0.6467,0,1.24414,1.43443,"{'att': 387, 'def': 26}","{'att': 201, 'def': 15}",14.884615384615385,13.4,7,8,-0.19029000000000007
20,2018-12-29 15:00:00,d,h,1.05566,1,0.661713,1,1.6473,1,1.05566,0.661713,"{'att': 150, 'def': 22}","{'att': 333, 'def': 26}",6.818181818181818,12.807692307692308,11,3,0.39394700000000005
21,2019-01-02 19:45:00,d,a,0.977046,3,2.84828,3,0.3075,1,0.977046,2.84828,"{'att': 265, 'def': 15}","{'att': 192, 'def': 17}",17.666666666666668,11.294117647058824,9,9,-1.8712339999999998
22,2019-01-12 15:00:00,w,a,1.56262,2,1.1617,1,1.6824,3,1.56262,1.1617,"{'att': 187, 'def': 19}","{'att': 164, 'def': 20}",9.842105263157896,8.2,4,8,0.40091999999999994
23,2019-01-19 15:00:00,d,h,1.06981,0,1.97256,0,0.7061,1,1.06981,1.97256,"{'att': 141, 'def': 21}","{'att': 225, 'def': 18}",6.714285714285714,12.5,7,8,-0.9027500000000002
24,2019-01-30 20:00:00,l,a,0.479838,1,1.36248,2,0.5383,0,0.479838,1.36248,"{'att': 299, 'def': 18}","{'att': 127, 'def': 17}",16.61111111111111,7.470588235294118,3,11,-0.8826419999999999
25,2019-02-02 15:00:00,d,a,0.279297,0,1.83528,0,0.28880000000000006,1,0.279297,1.83528,"{'att': 245, 'def': 25}","{'att': 190, 'def': 34}",9.8,5.588235294117647,4,8,-1.555983
26,2019-02-09 15:00:00,w,h,1.53311,1,0.641094,0,2.2198,3,1.53311,0.641094,"{'att': 232, 'def': 37}","{'att': 125, 'def': 22}",6.27027027027027,5.681818181818182,7,3,0.8920159999999999
27,2019-02-22 19:45:00,w,a,2.75798,5,1.90045,1,2.0349,3,2.75798,1.90045,"{'att': 135, 'def': 24}","{'att': 372, 'def': 24}",5.625,15.5,8,5,0.8575299999999999
28,2019-02-27 20:00:00,l,a,0.630423,0,2.74266,5,0.19920000000000002,0,0.630423,2.74266,"{'att': 375, 'def': 15}","{'att': 233, 'def': 20}",25.0,11.65,3,11,-2.112237
29,2019-03-03 12:00:00,w,h,1.36515,2,0.794683,1,1.9040999999999997,3,1.36515,0.794683,"{'att': 310, 'def': 25}","{'att': 221, 'def': 17}",12.4,13.0,4,2,0.5704670000000001
30,2019-03-09 17:30:00,l,a,0.407168,1,3.75714,3,0.0196,0,0.407168,3.75714,"{'att': 309, 'def': 8}","{'att': 173, 'def': 21}",38.625,8.238095238095237,4,22,-3.349972
31,2019-03-30 15:00:00,l,a,1.35208,1,1.98052,2,0.7918999999999999,0,1.35208,1.98052,"{'att': 199, 'def': 17}","{'att': 182, 'def': 17}",11.705882352941176,10.705882352941176,19,12,-0.6284400000000001
32,2019-04-02 19:45:00,w,h,1.59338,4,1.90917,1,1.1355,3,1.59338,1.90917,"{'att': 346, 'def': 28}","{'att': 250, 'def': 20}",12.357142857142858,12.5,4,6,-0.31579
33,2019-04-15 20:00:00,l,h,1.12595,0,2.2668,1,0.5532,0,1.12595,2.2668,"{'att': 365, 'def': 23}","{'att': 162, 'def': 20}",15.869565217391305,8.1,7,16,-1.14085
34,2019-04-20 15:00:00,w,a,1.08462,2,1.09072,1,1.3157,3,1.08462,1.09072,"{'att': 209, 'def': 19}","{'att': 296, 'def': 22}",11.0,13.454545454545455,8,3,-0.006099999999999994
35,2019-04-23 19:45:00,d,h,1.27253,1,2.11999,1,0.7554000000000001,1,1.27253,2.11999,"{'att': 167, 'def': 24}","{'att': 322, 'def': 32}",6.958333333333333,10.0625,11,2,-0.8474600000000001
36,2019-04-27 15:00:00,l,h,0.896093,1,2.44357,2,0.3127,0,0.896093,2.44357,"{'att': 196, 'def': 17}","{'att': 309, 'def': 23}",11.529411764705882,13.434782608695652,3,7,-1.5474769999999998
37,2019-05-05 13:00:00,l,a,1.2712,0,2.96478,3,0.43879999999999997,0,1.2712,2.96478,"{'att': 264, 'def': 21}","{'att': 189, 'def': 25}",12.571428571428571,7.56,13,15,-1.69358
38,2019-05-12 14:00:00,l,h,2.06986,1,3.20094,4,0.6594,0,2.06986,2.43977,"{'att': 280, 'def': 22}","{'att': 238, 'def': 23}",12.727272727272727,10.347826086956522,7,6,-0.3699100000000004
