GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2015-08-09 19:00:00,l,h,0.381274,0,0.329873,1,1.29,0,0.381274,0.329873,"{'att': 274, 'def': 23}","{'att': 243, 'def': 26}",11.91304347826087,9.346153846153847,2,5,0.051400999999999974
2,2015-08-15 18:00:00,d,a,2.80956,2,1.70614,2,2.1308,1,2.04843,1.70614,"{'att': 325, 'def': 28}","{'att': 243, 'def': 24}",11.607142857142858,10.125,5,1,0.3422900000000002
3,2015-08-22 18:00:00,d,a,0.698228,1,3.14888,1,0.1481,1,0.698228,3.14888,"{'att': 153, 'def': 14}","{'att': 289, 'def': 30}",10.928571428571429,9.633333333333333,2,4,-2.4506520000000003
4,2015-08-29 18:00:00,l,h,1.21771,0,0.881194,1,1.7434999999999998,0,1.21771,0.881194,"{'att': 215, 'def': 9}","{'att': 278, 'def': 31}",23.88888888888889,8.96774193548387,2,8,0.33651600000000004
5,2015-09-12 18:00:00,l,a,0.191277,0,4.42684,2,0.0096,0,0.191277,4.42684,"{'att': 334, 'def': 21}","{'att': 169, 'def': 25}",15.904761904761905,6.76,2,20,-4.235563
6,2015-09-19 18:00:00,d,h,1.14717,2,1.22582,2,1.2351,1,1.14717,0.464652,"{'att': 160, 'def': 23}","{'att': 216, 'def': 36}",6.956521739130435,6.0,2,3,0.682518
7,2015-09-26 18:00:00,w,h,1.94483,2,0.871678,1,2.2383,3,1.94483,0.871678,"{'att': 292, 'def': 28}","{'att': 199, 'def': 20}",10.428571428571429,9.95,3,8,1.073152
8,2015-10-03 18:00:00,w,a,1.03499,1,0.839028,0,1.4939999999999998,3,1.03499,0.839028,"{'att': 258, 'def': 31}","{'att': 229, 'def': 30}",8.32258064516129,7.633333333333334,3,7,0.19596200000000008
9,2015-10-19 23:00:00,w,a,1.64894,1,0.485489,0,2.4095000000000004,3,0.88777,0.485489,"{'att': 364, 'def': 22}","{'att': 293, 'def': 18}",16.545454545454547,16.27777777777778,6,5,0.40228099999999994
10,2015-10-24 18:00:00,l,h,0.848432,0,1.0403,2,1.1846,0,0.848432,1.0403,"{'att': 114, 'def': 14}","{'att': 301, 'def': 23}",8.142857142857142,13.08695652173913,5,4,-0.19186800000000004
