GW,date,result,Home/Away,xG,scored,xGA,conceded,xpts,pts,npxG,npxGA,ppda,ppda_allowed,ppda_coef,oppda_coef,deep,deep_allowed,npxGD
1,2015-08-08 15:45:00,l,a,0.6746,0,0.627539,1,1.3473,0,0.6746,0.627539,"{'att': 263, 'def': 32}","{'att': 318, 'def': 23}",8.21875,13.826086956521738,10,4,0.04706100000000002
2,2015-08-15 18:00:00,d,h,1.70614,2,2.80956,2,0.6767,1,1.70614,2.04843,"{'att': 243, 'def': 24}","{'att': 325, 'def': 28}",10.125,11.607142857142858,1,5,-0.3422900000000002
3,2015-08-22 18:00:00,d,a,1.89437,1,0.829012,1,2.1978999999999997,1,1.89437,0.829012,"{'att': 94, 'def': 19}","{'att': 296, 'def': 19}",4.947368421052632,15.578947368421053,5,5,1.0653580000000002
4,2015-08-29 20:30:00,d,h,1.99917,0,0.694692,0,2.3372,1,1.99917,0.694692,"{'att': 238, 'def': 32}","{'att': 241, 'def': 13}",7.4375,18.53846153846154,11,6,1.304478
5,2015-09-13 16:30:00,w,a,1.45615,1,1.0407,0,1.6844999999999999,3,1.45615,1.0407,"{'att': 150, 'def': 29}","{'att': 217, 'def': 18}",5.172413793103448,12.055555555555555,12,4,0.4154500000000001
6,2015-09-20 16:30:00,w,h,1.01573,1,0.538439,0,1.7608,3,1.01573,0.538439,"{'att': 176, 'def': 34}","{'att': 234, 'def': 23}",5.176470588235294,10.173913043478262,10,5,0.477291
7,2015-09-26 15:45:00,w,h,2.30799,4,1.57842,1,1.896,3,2.30799,1.57842,"{'att': 201, 'def': 38}","{'att': 218, 'def': 20}",5.2894736842105265,10.9,3,17,0.7295700000000003
8,2015-10-04 19:00:00,d,a,1.18142,2,0.774806,2,1.6914,1,1.18142,0.774806,"{'att': 238, 'def': 31}","{'att': 291, 'def': 21}",7.67741935483871,13.857142857142858,4,3,0.4066139999999999
9,2015-10-17 15:45:00,d,h,0.586228,0,0.715892,0,1.142,1,0.586228,0.715892,"{'att': 213, 'def': 38}","{'att': 221, 'def': 27}",5.605263157894737,8.185185185185185,4,3,-0.129664
10,2015-10-25 18:05:00,w,a,3.43313,5,0.490581,1,2.9152,3,2.67196,0.490581,"{'att': 204, 'def': 37}","{'att': 284, 'def': 23}",5.513513513513513,12.347826086956522,5,5,2.1813789999999997
11,2015-11-03 00:00:00,w,h,1.14374,3,0.325711,1,2.0859,3,1.14374,0.325711,"{'att': 155, 'def': 26}","{'att': 301, 'def': 21}",5.961538461538462,14.333333333333334,7,1,0.818029
12,2015-11-08 20:00:00,d,a,0.90585,1,2.01767,1,0.5739,1,0.90585,2.01767,"{'att': 223, 'def': 23}","{'att': 189, 'def': 30}",9.695652173913043,6.3,5,9,-1.1118199999999998
13,2015-11-22 20:00:00,w,h,3.22353,4,0.818937,1,2.7728,3,3.22353,0.818937,"{'att': 205, 'def': 37}","{'att': 253, 'def': 27}",5.54054054054054,9.37037037037037,8,4,2.4045929999999998
14,2015-11-29 16:00:00,d,h,0.333494,0,0.283375,0,1.2338,1,0.333494,0.283375,"{'att': 134, 'def': 19}","{'att': 264, 'def': 23}",7.052631578947368,11.478260869565217,3,5,0.050119000000000025
15,2015-12-05 19:00:00,d,a,1.12876,1,1.48695,1,1.0145,1,1.12876,1.48695,"{'att': 124, 'def': 13}","{'att': 311, 'def': 35}",9.538461538461538,8.885714285714286,3,4,-0.35819
16,2015-12-13 20:00:00,l,h,1.03317,1,1.55252,2,0.8423,0,1.03317,1.55252,"{'att': 152, 'def': 27}","{'att': 232, 'def': 27}",5.62962962962963,8.592592592592593,5,5,-0.51935
17,2015-12-19 19:00:00,w,a,1.47453,2,0.83385,0,1.9242000000000001,3,1.47453,0.83385,"{'att': 175, 'def': 26}","{'att': 191, 'def': 45}",6.730769230769231,4.2444444444444445,6,5,0.6406799999999999
18,2015-12-26 19:00:00,w,h,2.40666,3,0.452019,0,2.7030000000000003,3,1.64549,0.452019,"{'att': 186, 'def': 21}","{'att': 315, 'def': 30}",8.857142857142858,10.5,13,4,1.193471
